normalized_frequency,quench_frequency_response_mhz_minus_2,quench_intensity_response,adiabatic_frequency_response_mhz_minus_2,adiabatic_intensity_response,generated_data_provenance,parameter_match
0.0,124.31315632281257,32667.662742985627,0.0029349838914640713,0.00022248065215535462,independent_many_body_numerics,explicit_physical_reconstruction
0.025,2.4519449852798587,548.0863363888816,0.001527978010926745,0.00033148213879030664,independent_many_body_numerics,explicit_physical_reconstruction
0.05,1.89918007195962,423.9733503552823,7.888083978002669e-05,0.0006670288300369975,independent_many_body_numerics,explicit_physical_reconstruction
0.07500000000000001,11.475986090314123,283.85827028780574,0.00042974461198141967,0.0013099609971494175,independent_many_body_numerics,explicit_physical_reconstruction
0.1,1.0282983323791584,135.00070307336625,0.0004949177827633378,0.002551905431186885,independent_many_body_numerics,explicit_physical_reconstruction
0.125,0.8917550911677412,42.46711063864883,0.00125926779215213,0.005083942144607417,independent_many_body_numerics,explicit_physical_reconstruction
0.15000000000000002,8.225236201922357,7.171746338826967,0.002766442475287789,0.01029917069990455,independent_many_body_numerics,explicit_physical_reconstruction
0.17500000000000002,5.260806995462765,6.140182300984507,0.005453922648193554,0.020899394333682448,independent_many_body_numerics,explicit_physical_reconstruction
0.2,2.3105862140427096,18.160065534991517,0.012314809296694929,0.04200080255418195,independent_many_body_numerics,explicit_physical_reconstruction
0.225,0.3349450653581507,27.45188095559926,0.02399857721599785,0.08284199530936966,independent_many_body_numerics,explicit_physical_reconstruction
0.25,1.4602730159905217,27.75276121380115,0.04910991529439279,0.15900761902620564,independent_many_body_numerics,explicit_physical_reconstruction
0.275,1.1208404384081145,13.569392840808526,0.09360635326786082,0.2944929333058635,independent_many_body_numerics,explicit_physical_reconstruction
0.30000000000000004,0.5358289163628998,4.119158367782168,0.17275734185115343,0.5216656430307263,independent_many_body_numerics,explicit_physical_reconstruction
0.325,0.42453626218655577,1.0887801216113728,0.30480984675308354,0.875325485840918,independent_many_body_numerics,explicit_physical_reconstruction
0.35000000000000003,0.520100133861414,4.031947296618272,0.5017605249925932,1.375795013866388,independent_many_body_numerics,explicit_physical_reconstruction
0.375,0.23199163676638046,8.037872455544306,0.7775958708246656,1.9986226477858426,independent_many_body_numerics,explicit_physical_reconstruction
0.4,0.2776839637437085,9.43997871453384,1.0976789209673936,2.639497022867162,independent_many_body_numerics,explicit_physical_reconstruction
0.42500000000000004,5.8312912620942,11.709888870808609,1.4040897611032523,3.1028130087718164,independent_many_body_numerics,explicit_physical_reconstruction
0.45,22.542773449149266,29.06312113628896,1.5718243952694206,3.158076385875199,independent_many_body_numerics,explicit_physical_reconstruction
0.47500000000000003,2.467205914636831,2.6918994623691557,1.483384149747255,2.6873851460881717,independent_many_body_numerics,explicit_physical_reconstruction
0.5,3.885652207926972,1.5872870544615023,1.1021099661602616,1.8590245778356174,independent_many_body_numerics,explicit_physical_reconstruction
0.525,1.9938586912737395,5.6131361537503155,0.5597140753701271,1.1472442041308306,independent_many_body_numerics,explicit_physical_reconstruction
0.55,0.5947236996628144,5.24975575997514,0.16078668350366504,1.0415067164823404,independent_many_body_numerics,explicit_physical_reconstruction
0.5750000000000001,2.046536991216896,8.131352586244283,0.16188234568212762,1.604150427140509,independent_many_body_numerics,explicit_physical_reconstruction
0.6000000000000001,1.102818683792795,3.5543492667026135,0.5124709072989442,2.412880319483564,independent_many_body_numerics,explicit_physical_reconstruction
0.625,16.266186609441213,26.510905988424906,0.8256101378115375,3.1600894211817043,independent_many_body_numerics,explicit_physical_reconstruction
0.65,6.01632765828006,3.9122601137169086,0.7921384651574004,4.11070416865598,independent_many_body_numerics,explicit_physical_reconstruction
