physical_frequency_mhz,rabi_frequency_mhz,normalized_frequency,frequency_response_mhz_minus_2,intensity_response,generated_data_provenance
0.0,3.0,0.0,0.32519384339146645,1.1001108950400547,analytic_reference
0.025,3.0,0.008333333333333333,0.32488295122085953,1.100763614752158,analytic_reference
0.05,3.0,0.016666666666666666,0.3244595843350164,1.101478286069917,analytic_reference
0.07500000000000001,3.0,0.025000000000000005,0.3239249166770031,1.1022586226022,analytic_reference
0.1,3.0,0.03333333333333333,0.3232667733164234,1.1031177085135926,analytic_reference
0.125,3.0,0.041666666666666664,0.32250060476811787,1.104051066979888,analytic_reference
0.15000000000000002,3.0,0.05000000000000001,0.3216280422433304,1.1050622529581875,analytic_reference
0.17500000000000002,3.0,0.05833333333333334,0.3206381188037167,1.1061654257576943,analytic_reference
0.2,3.0,0.06666666666666667,0.31954612781971686,1.1073539800439791,analytic_reference
0.225,3.0,0.075,0.31835414232711007,1.1086306682804972,analytic_reference
0.25,3.0,0.08333333333333333,0.31705256645511676,1.1100095313498048,analytic_reference
0.275,3.0,0.09166666666666667,0.3156563285064111,1.1114812089855788,analytic_reference
0.30000000000000004,3.0,0.10000000000000002,0.31416792040375097,1.1130467391922505,analytic_reference
0.325,3.0,0.10833333333333334,0.31257926223944776,1.1147181734845328,analytic_reference
0.35000000000000003,3.0,0.11666666666666668,0.3109047103891697,1.1164828808199359,analytic_reference
0.375,3.0,0.125,0.30914714557604583,1.1183390808560434,analytic_reference
0.4,3.0,0.13333333333333333,0.307300128044827,1.1202943473788955,analytic_reference
0.42500000000000004,3.0,0.1416666666666667,0.30537723992625143,1.1223326462989205,analytic_reference
0.45,3.0,0.15,0.3033817139751908,1.1244482995023595,analytic_reference
0.47500000000000003,3.0,0.15833333333333335,0.30130885187679424,1.1266416197684215,analytic_reference
0.5,3.0,0.16666666666666666,0.2991712671531954,1.1288937766564737,analytic_reference
0.525,3.0,0.17500000000000002,0.29697250171347067,1.131194494586692,analytic_reference
0.55,3.0,0.18333333333333335,0.294709675230324,1.133534354021201,analytic_reference
0.5750000000000001,3.0,0.19166666666666668,0.2923942494924894,1.1358933795648498,analytic_reference
0.6000000000000001,3.0,0.20000000000000004,0.2900300272386689,1.1382567708090179,analytic_reference
0.625,3.0,0.20833333333333334,0.2876159964684053,1.1406039598258735,analytic_reference
0.65,3.0,0.21666666666666667,0.2851622984499286,1.1429165602112366,analytic_reference
0.675,3.0,0.225,0.28267294371297885,1.1451763192829787,analytic_reference
0.7000000000000001,3.0,0.23333333333333336,0.2801488116298996,1.1473517168184,analytic_reference
0.7250000000000001,3.0,0.2416666666666667,0.2775985713622108,1.1494293569510166,analytic_reference
0.75,3.0,0.25,0.27502638426535203,1.151389470684882,analytic_reference
0.775,3.0,0.25833333333333336,0.27243501613659155,1.1531914284193745,analytic_reference
0.8,3.0,0.26666666666666666,0.26983153223171397,1.1548300595842593,analytic_reference
0.8250000000000001,3.0,0.275,0.26722018466576697,1.1562863513707238,analytic_reference
0.8500000000000001,3.0,0.2833333333333334,0.26460559240248804,1.1575134744616535,analytic_reference
0.875,3.0,0.2916666666666667,0.2619931070567789,1.1585166276092282,analytic_reference
0.9,3.0,0.3,0.2593870091878028,1.1592794713442232,analytic_reference
0.925,3.0,0.30833333333333335,0.2567937094196664,1.1597520276304085,analytic_reference
0.9500000000000001,3.0,0.3166666666666667,0.25421675999795346,1.159950357731817,analytic_reference
0.9750000000000001,3.0,0.325,0.25166040622688873,1.1598618456502723,analytic_reference
1.0,3.0,0.3333333333333333,0.2491327610742318,1.1594357435164062,analytic_reference
1.0250000000000001,3.0,0.34166666666666673,0.24663551728686559,1.1586978796770862,analytic_reference
1.05,3.0,0.35000000000000003,0.24417282070361976,1.1576394329319657,analytic_reference
1.075,3.0,0.35833333333333334,0.2417543703138713,1.1562102165949917,analytic_reference
1.1,3.0,0.3666666666666667,0.23937996606720272,1.1544437210333582,analytic_reference
1.125,3.0,0.375,0.23705359048813016,1.1523342659607783,analytic_reference
1.1500000000000001,3.0,0.38333333333333336,0.23478638642867888,1.14983259533156,analytic_reference
1.175,3.0,0.39166666666666666,0.23257625543947236,1.146977497215391,analytic_reference
1.2000000000000002,3.0,0.4000000000000001,0.2304269541137986,1.1437654663285803,analytic_reference
1.225,3.0,0.4083333333333334,0.22835090269783884,1.1401479400011467,analytic_reference
1.25,3.0,0.4166666666666667,0.2263441269377615,1.136166976916807,analytic_reference
1.2750000000000001,3.0,0.42500000000000004,0.22441009697716832,1.1318203365809747,analytic_reference
1.3,3.0,0.43333333333333335,0.2225623215618216,1.1270597058994127,analytic_reference
1.3250000000000002,3.0,0.4416666666666667,0.22079500155709933,1.1219290220054559,analytic_reference
1.35,3.0,0.45,0.21911126309875242,1.1164266760829207,analytic_reference
1.375,3.0,0.4583333333333333,0.21752549434844926,1.1105042661354543,analytic_reference
1.4000000000000001,3.0,0.46666666666666673,0.21603015031174044,1.1042068761443062,analytic_reference
1.425,3.0,0.47500000000000003,0.21462795937530638,1.097533248301128,analytic_reference
1.4500000000000002,3.0,0.4833333333333334,0.2133339624313905,1.0904348475988184,analytic_reference
1.475,3.0,0.4916666666666667,0.21213897514813784,1.0829576924153492,analytic_reference
1.5,3.0,0.5,0.21104527908882473,1.0751009249877332,analytic_reference
1.5250000000000001,3.0,0.5083333333333334,0.2100683265219625,1.0668162139049042,analytic_reference
1.55,3.0,0.5166666666666667,0.20919742684199746,1.058150612336151,analytic_reference
1.5750000000000002,3.0,0.525,0.20843437122112266,1.0491039702580427,analytic_reference
1.6,3.0,0.5333333333333333,0.20779477054946263,1.0396288927378232,analytic_reference
1.625,3.0,0.5416666666666666,0.20726658622637892,1.0297736750737403,analytic_reference
1.6500000000000001,3.0,0.55,0.20685108179527364,1.0195393539455921,analytic_reference
1.675,3.0,0.5583333333333333,0.20656376620195835,1.0088805676206714,analytic_reference
1.7000000000000002,3.0,0.5666666666666668,0.20639143464852816,0.997846991947109,analytic_reference
1.725,3.0,0.5750000000000001,0.20633479293891577,0.9864414109777814,analytic_reference
1.75,3.0,0.5833333333333334,0.20640898358302076,0.9746218867725565,analytic_reference
1.7750000000000001,3.0,0.5916666666666667,0.20659983883412728,0.9624394078127787,analytic_reference
1.8,3.0,0.6,0.20690748453004573,0.9498990599585292,analytic_reference
1.8250000000000002,3.0,0.6083333333333334,0.20734643247518267,0.9369639091988858,analytic_reference
1.85,3.0,0.6166666666666667,0.207901774229069,0.9236858842169974,analytic_reference
1.875,3.0,0.625,0.20857304201976498,0.9100728355525644,analytic_reference
1.9000000000000001,3.0,0.6333333333333334,0.20937385726170957,0.8960944667704002,analytic_reference
1.925,3.0,0.6416666666666667,0.21028880926299773,0.8818029121777375,analytic_reference
1.9500000000000002,3.0,0.65,0.21131683220047584,0.8672090787122936,analytic_reference
1.975,3.0,0.6583333333333333,0.2124704065175345,0.8522908344738381,analytic_reference
2.0,3.0,0.6666666666666666,0.21373387071086083,0.8370994098880798,analytic_reference
2.025,3.0,0.6749999999999999,0.21510556618086749,0.8216488221330863,analytic_reference
2.0500000000000003,3.0,0.6833333333333335,0.2165965955214526,0.8059263549527613,analytic_reference
2.075,3.0,0.6916666666666668,0.21819130730828248,0.7899808882274221,analytic_reference
2.1,3.0,0.7000000000000001,0.21988746553782565,0.7738293218390376,analytic_reference
2.125,3.0,0.7083333333333334,0.22169457637086176,0.7574691746315763,analytic_reference
2.15,3.0,0.7166666666666667,0.2235972649197443,0.7409452835436519,analytic_reference
2.1750000000000003,3.0,0.7250000000000001,0.22559274346742814,0.7242769126216608,analytic_reference
2.2,3.0,0.7333333333333334,0.22768872593733913,0.7074720867770503,analytic_reference
2.225,3.0,0.7416666666666667,0.22987038181881997,0.6905698029486791,analytic_reference
2.25,3.0,0.75,0.23213440772062663,0.6735909110279856,analytic_reference
2.275,3.0,0.7583333333333333,0.2344865565700314,0.6565536092319898,analytic_reference
2.3000000000000003,3.0,0.7666666666666667,0.236912807017567,0.6394893293095747,analytic_reference
2.325,3.0,0.775,0.23940938620193064,0.6224195406028595,analytic_reference
2.35,3.0,0.7833333333333333,0.24197994827026714,0.6053716974169321,analytic_reference
2.375,3.0,0.7916666666666666,0.24461153813235895,0.5883682007365805,analytic_reference
2.4000000000000004,3.0,0.8000000000000002,0.24729996940530027,0.5714300876662419,analytic_reference
2.4250000000000003,3.0,0.8083333333333335,0.2500466941183402,0.5545926592749085,analytic_reference
2.45,3.0,0.8166666666666668,0.2528400681090447,0.5378682485083218,analytic_reference
2.475,3.0,0.8250000000000001,0.25567555649339213,0.5212764399315782,analytic_reference
2.5,3.0,0.8333333333333334,0.2585523431846802,0.5048586290351206,analytic_reference
2.5250000000000004,3.0,0.8416666666666668,0.2614603224234295,0.48861659205904423,analytic_reference
2.5500000000000003,3.0,0.8500000000000001,0.264394683985516,0.47256758185764736,analytic_reference
2.575,3.0,0.8583333333333334,0.26735231721239733,0.4567571716483011,analytic_reference
2.6,3.0,0.8666666666666667,0.27032486035141673,0.4411766921737188,analytic_reference
2.625,3.0,0.875,0.2733073079510299,0.4258404103826697,analytic_reference
2.6500000000000004,3.0,0.8833333333333334,0.2762942692774991,0.4107961736776473,analytic_reference
2.6750000000000003,3.0,0.8916666666666667,0.27927930584282845,0.39602555401513867,analytic_reference
2.7,3.0,0.9,0.28225730259845666,0.38153944896683145,analytic_reference
2.725,3.0,0.9083333333333333,0.28522064471938396,0.3673862394787058,analytic_reference
2.75,3.0,0.9166666666666666,0.2881649657474134,0.35353890957448786,analytic_reference
2.7750000000000004,3.0,0.9250000000000002,0.2910851305292733,0.34000487936956036,analytic_reference
2.8000000000000003,3.0,0.9333333333333335,0.2939713972180906,0.32683159067588097,analytic_reference
2.825,3.0,0.9416666666666668,0.2968215859673194,0.31398495681483757,analytic_reference
2.85,3.0,0.9500000000000001,0.2996306330296904,0.30146905704296384,analytic_reference
2.875,3.0,0.9583333333333334,0.3023868063187795,0.28932924433390933,analytic_reference
2.9000000000000004,3.0,0.9666666666666668,0.30509018988995457,0.277526067027241,analytic_reference
2.9250000000000003,3.0,0.9750000000000001,0.30773588294444687,0.2660605901380494,analytic_reference
2.95,3.0,0.9833333333333334,0.31031033730448276,0.254975260633773,analytic_reference
2.975,3.0,0.9916666666666667,0.3128159385188623,0.24422700333902136,analytic_reference
3.0,3.0,1.0,0.3152480382355655,0.23381432040688763,analytic_reference
3.0250000000000004,3.0,1.0083333333333335,0.31759148040653995,0.22377624320355927,analytic_reference
3.0500000000000003,3.0,1.0166666666666668,0.31985094836663663,0.21406772183560793,analytic_reference
3.075,3.0,1.0250000000000001,0.3220221315602041,0.20468520774136725,analytic_reference
3.1,3.0,1.0333333333333334,0.3240885041856387,0.19566406831942537,analytic_reference
3.125,3.0,1.0416666666666667,0.32605700165168267,0.18695874175573887,analytic_reference
3.1500000000000004,3.0,1.05,0.32792373033345146,0.17856414731309708,analytic_reference
3.1750000000000003,3.0,1.0583333333333333,0.3296710577209444,0.1705119456995131,analytic_reference
3.2,3.0,1.0666666666666667,0.3313080838318318,0.16275728432163608,analytic_reference
3.225,3.0,1.075,0.33283140293085023,0.1552940347282119,analytic_reference
3.25,3.0,1.0833333333333333,0.33422255814024204,0.14815025832233394,analytic_reference
3.2750000000000004,3.0,1.0916666666666668,0.3354926861141974,0.1412827696118187,analytic_reference
3.3000000000000003,3.0,1.1,0.33663893000419026,0.13468481702420237,analytic_reference
3.325,3.0,1.1083333333333334,0.3376423040528366,0.12838107057984155,analytic_reference
3.35,3.0,1.1166666666666667,0.338515815313881,0.12233071172980686,analytic_reference
3.375,3.0,1.125,0.33925720531301545,0.1165267177542469,analytic_reference
3.4000000000000004,3.0,1.1333333333333335,0.3398472615576494,0.11099063503378229,analytic_reference
3.4250000000000003,3.0,1.1416666666666668,0.3403006602107295,0.10568447738046123,analytic_reference
3.45,3.0,1.1500000000000001,0.34061577789784686,0.10060122769400104,analytic_reference
3.475,3.0,1.1583333333333334,0.3407734775443029,0.09575960507880525,analytic_reference
3.5,3.0,1.1666666666666667,0.34078987219473683,0.0911247207890683,analytic_reference
3.5250000000000004,3.0,1.175,0.3406639966300057,0.08668976930188588,analytic_reference
3.5500000000000003,3.0,1.1833333333333333,0.3403770847457096,0.08247094501389222,analytic_reference
3.575,3.0,1.1916666666666667,0.33994642822859283,0.07843655949437321,analytic_reference
3.6,3.0,1.2,0.3393717288709641,0.0745801624599095,analytic_reference
3.625,3.0,1.2083333333333333,0.3386348741142201,0.07091571732497903,analytic_reference
3.6500000000000004,3.0,1.2166666666666668,0.3377540556428408,0.0674147141889355,analytic_reference
3.6750000000000003,3.0,1.225,0.3367296367905659,0.0640711497348266,analytic_reference
3.7,3.0,1.2333333333333334,0.3355444221876086,0.0608970319864508,analytic_reference
