artifact_state,parameter_match,group,length,beta,decomposition,representative_index,energy_density,diagonal_entropy,participation_number,population
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,0,-1.33798968849754,1.3035353424621976,3.6822918456017666,0.0242059375044088
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,1,-1.3120116843679976,1.2120421882751973,3.3603400972593462,0.018815960895625976
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,2,-1.212373700069111,2.071042596445313,7.933089818929641,0.015350112548594811
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,3,-1.2123737000691095,2.0710425964453125,7.933089818929638,0.015350112548594703
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,4,-1.2191521660821487,1.1584319888072252,3.1849353444654316,0.012892595501472662
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,5,-1.0904893483653102,2.306800595404927,10.042244001395751,0.011275636154556845
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,6,-1.0904893483653084,2.3068005954049293,10.042244001395773,0.011275636154556831
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,7,-1.0918691010206802,2.5901003014530666,13.331108665710156,0.009602134781978959
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,8,-1.0918691010206805,2.920262446748581,18.54615419895719,0.009602134781978954
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,9,-1.0918691010206802,2.9207760875118605,18.55568270666134,0.009602134781978949
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,10,-1.0918691010206802,2.5920304989777923,13.356865188249909,0.009602134781978945
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,11,-0.99447980648019,2.9478026658390966,19.064017654085358,0.008695570385436573
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,12,-0.9944798064801862,2.94780266583909,19.064017654085234,0.00869557038543657
final_reproduction_candidate,paper_exact_reconstructed_metadata,main,10,0.25,eigen,13,-1.0655221202702696,1.4649396752410864,4.327282190172086,0.007595379628960102
