artifact_state,parameter_match,group,length,beta,decomposition,representative_index,energy_density,diagonal_entropy,participation_number,population
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,0,-1.2234505249303467,2.25022466462801,9.489867634461707,0.0037422898194027247
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,1,-1.223357032639477,2.115346779071144,8.29246091946406,0.00374222202021604
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,2,-1.2258794958636048,2.5399073239148984,12.678495923018179,0.0021961626420620183
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,3,-1.2005976915996788,2.546776859199156,12.765891136679475,0.002137957938947313
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,4,-1.2005976915996752,2.546776859199152,12.765891136679423,0.0021379579389473108
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,5,-1.1384936876432479,2.69760097586775,14.84407767394778,0.002013798461647717
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,6,-1.13081617385019,2.907356754416121,18.30834111096319,0.001983371530862689
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,7,-1.1308161738501914,2.8097688890948427,16.606079929104954,0.0019833715308626874
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,8,-1.130816173850192,3.3162118523952016,27.55576728131083,0.001983371530862686
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,9,-1.1308161738501912,3.3088879588816105,27.354689012779794,0.0019833715308626852
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,10,-1.098691796800386,3.098423169855238,22.162976464628585,0.0018901701588667317
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,11,-1.0986917968003842,3.0984231698552316,22.162976464628446,0.0018901701588667267
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,12,-1.0357528518367773,3.1061976529785102,22.335953684085993,0.001791198226440606
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,13,-1.0365877928439549,3.600055820892054,36.60027744679284,0.0017804006752595203
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,14,-1.0365877928439544,3.563265290686123,35.27820286661073,0.0017804006752595194
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,15,-1.0365877928439522,3.300894719199155,27.13690797461522,0.0017804006752595186
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,16,-1.036587792843952,2.919908676394764,18.539594279845154,0.0017804006752595147
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,17,-1.0337816113474474,3.6589027518545105,38.81872572000655,0.001742662773940445
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,18,-1.0337816113474538,3.836469988309381,46.36152850687898,0.0017426627739404444
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,19,-1.03378161134745,3.8516621127281896,47.071235948049846,0.0017426627739404428
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,20,-1.0337816113474505,3.654767204283338,38.65852052956137,0.0017426627739404398
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,21,-1.010624832264471,3.4066578915606565,30.164263369677567,0.0016663949220171032
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,22,-1.0106248322644735,3.406657891560676,30.164263369678157,0.0016663949220170995
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,23,-0.9346818980446624,3.5243020667891045,33.93008441770634,0.0015740535236435484
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,24,-0.9387182893340361,4.196987023196257,66.48570905883231,0.0015738122794414036
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,25,-0.9387182893340317,3.9191212964844064,50.356177181946016,0.0015738122794414036
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,26,-0.9387182893340363,4.184456006453125,65.65777379471034,0.001573812279441403
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,27,-0.9387182893340335,4.007117066192508,54.98811473716412,0.0015738122794414016
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,28,-0.9485208283080414,4.05307304031403,57.57411304134619,0.0015696209309468165
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,29,-0.948520828308041,4.22954441525335,68.6859327813403,0.001569620930946813
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,30,-0.9485208283080394,4.203611851462033,66.92762766465556,0.0015696209309468123
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,31,-0.9485208283080432,3.9772013277608087,53.36746698194843,0.0015696209309468123
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,32,-0.9563089256663774,4.041868322051872,56.93261195644667,0.0015512090389576624
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,33,-0.9563089256663756,4.430373221770224,83.96274778858472,0.0015512090389576618
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,34,-0.9563089256663754,4.37439974268665,79.39216951617398,0.0015512090389576618
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,35,-0.9563089256663749,4.435734992268026,84.41414583754214,0.0015512090389576596
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,36,-0.9446851245558613,4.084117302072018,59.389491626403796,0.0015041707208534355
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,37,-0.9446851245558586,4.084117302072038,59.389491626404954,0.0015041707208534295
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,38,-0.9026248785941954,4.582912664255337,97.7988349365241,0.0014243583997377812
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,39,-0.9026248785941933,4.800759074927996,121.602688045855,0.0014243583997377806
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,40,-0.9026248785941946,4.3933150434921,80.90818906613652,0.0014243583997377806
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,41,-0.9026248785941947,4.771000709383611,118.03730391560966,0.0014243583997377806
final_reproduction_candidate,paper_exact_reconstructed_metadata,supplemental,12,0.25,eigen,42,-0.8825811205994315,4.198210808718617,66.56712311353223,0.0014168177158815664
