omega,G
0.02,0.3214253281392462
0.053483146067415735,0.3522940360283883
0.08696629213483147,0.4142567446133951
0.1204494382022472,0.5108111206494639
0.15393258426966291,0.6427589143087464
0.18741573033707865,0.8106157877913955
0.22089887640449438,1.0301445393600224
0.2543820224719101,1.3473510137913596
0.28786516853932587,1.8091735667472513
0.3213483146067416,2.360148033056414
0.35483146067415733,2.7215293737599398
0.38831460674157303,2.619417388225203
0.4217977528089888,2.2004353058448367
0.45528089887640455,1.759563507305102
0.48876404494382025,1.4203498565163297
0.522247191011236,1.1792827814592501
0.5557303370786517,0.9961064311924915
0.5892134831460675,0.8414826487740197
0.6226966292134832,0.7101116451035862
0.6561797752808989,0.6057751703586861
0.6896629213483146,0.5260194756606918
0.7231460674157304,0.4617955815202929
0.756629213483146,0.40644337380364165
0.7901123595505618,0.35885492729729385
0.8235955056179776,0.3183834848994873
0.8570786516853933,0.2840548969006781
0.8905617977528091,0.25483190702822933
0.9240449438202247,0.2297548319152409
0.9575280898876405,0.20832613554458126
0.9910112359550562,0.1904334679600469
1.024494382022472,0.17596637369675172
1.0579775280898878,0.16465482244546614
1.0914606741573034,0.15620230762723994
1.124943820224719,0.15014348081987067
1.158426966292135,0.14517065903548074
1.1919101123595506,0.13946219866223783
1.2253932584269664,0.13198174694541925
1.258876404494382,0.12314395324691849
1.2923595505617977,0.1141188480678232
1.3258426966292136,0.10581918703284086
1.3593258426966293,0.09861712826885372
1.392808988764045,0.09248225979654785
1.4262921348314608,0.08725498580739849
1.4597752808988764,0.08277781881081336
1.493258426966292,0.07889018530787476
1.526741573033708,0.0753942207955428
1.5602247191011236,0.07207736482387384
1.5937078651685395,0.0688443579146384
1.627191011235955,0.06577967479244053
1.6606741573033708,0.06297959657617345
1.6941573033707866,0.06045981524877524
1.7276404494382023,0.058190087070391555
1.7611235955056181,0.05613546625944317
1.7946067415730338,0.05427061587467105
1.8280898876404494,0.052575862643857635
1.8615730337078653,0.051028150501432196
1.895056179775281,0.04959274189635801
1.9285393258426966,0.048229457086583404
1.9620224719101125,0.04692469903951932
1.9955056179775281,0.045691178913317525
2.0289887640449438,0.04453752915832593
2.0624719101123596,0.04346167835310264
2.0959550561797755,0.04245498948703569
2.129438202247191,0.041508061469058895
2.162921348314607,0.04061806578267845
2.1964044943820227,0.03978602300251398
2.229887640449438,0.03901042671044111
2.263370786516854,0.03828720152255809
2.29685393258427,0.0376116948117297
2.3303370786516853,0.03698002534928048
2.363820224719101,0.03638937874481995
2.397303370786517,0.035837556528653544
2.430786516853933,0.0353222665173382
2.4642696629213483,0.03484080844781437
2.497752808988764,0.03439098770808134
2.53123595505618,0.03397176497441289
2.5647191011235955,0.03358235367933024
2.5982022471910113,0.03322149353303287
2.631685393258427,0.032887579710822124
2.6651685393258426,0.03257911125232244
2.6986516853932585,0.03229464452234718
2.7321348314606744,0.03203297150277038
2.76561797752809,0.03179365972043485
2.7991011235955057,0.031576592296128664
2.8325842696629215,0.03138148649302311
2.866067415730337,0.031207999444270003
2.899550561797753,0.03105572029063994
2.9330337078651687,0.03092416159270114
2.966516853932584,0.03081288020851738
3.0,0.030721522701166813
